,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
71,10,gaussian,"[-1.35549439 -0.25860894  0.35132708  1.2442202   6.73457126  2.42755816
 -1.79823436  1.9342221   2.89432377 -5.85812488]","[0.16076333 0.12977378 0.20051211 0.0373769  0.1395364  0.08103908
 0.11359672 0.02470892 0.13309904 0.10465437]","[0.41961834 0.43511311 0.39974394 0.48131155 0.4302318  0.45948046
 0.44320164 0.48764554 0.43345048 0.44767281]","[0.01567268 2.76213646 0.03125238 0.36121583 4.30158401 0.06451654
 4.53453898 0.04687166 3.4410255  0.09419966]","[0.01567268 1.82825208 0.01567435 0.21618557 3.35507488 0.01562762
 3.30039644 0.         2.42583084 0.06294847]","[0.         0.50922132 0.         0.05341721 0.46378994 0.01562524
 0.68483853 0.01562238 0.63388991 0.01562738]"
72,10,gaussian,"[-1.27023208 -2.48631581 -0.25661801  3.08666742 -4.75033331  0.46890048
  0.82409105 -1.87497905  4.80039317 -4.84675442]","[ 0.09133837  0.15580015  0.15345266  0.12329071 -0.00333264  0.14454573
  0.09652322  0.16099382  0.10088946  0.01497602]","[0.45433082 0.42209992 0.42327367 0.43835465 0.50166632 0.42772714
 0.45173839 0.41950309 0.44955527 0.49251199]","[1.46701574 3.5124433  0.04683423 2.77800798 0.14100266 5.32078838
 0.03124571 0.52043152 0.04687715 0.03173494]","[0.62618494 2.14500952 0.01562643 1.83884215 0.10324407 3.89155602
 0.         0.2383709  0.03124285 0.01821804]","[0.00202107 0.84455848 0.01557827 0.50202489 0.03123474 0.63059235
 0.         0.26641536 0.         0.        ]"
73,10,gaussian,"[-0.98161984 -3.14598478  0.20259289  5.2119903   6.32301117 -0.38150707
 -0.83537939  1.70368     1.06284896 -5.33243482]","[0.14017223 0.13943304 0.15662603 0.10401302 0.10081225 0.09482377
 0.06836689 0.09272984 0.08954068 0.00361708]","[0.42991389 0.43028348 0.42168698 0.44799349 0.44959387 0.45258812
 0.46581656 0.45363508 0.45522966 0.49819146]","[0.01562309 2.71442723 0.01562333 0.04690146 0.07856441 0.09418654
 0.04889154 0.06252313 0.04730868 0.04687548]","[0.         1.78356624 0.01562333 0.         0.06294084 0.03169537
 0.01764297 0.03126931 0.02364254 0.03125   ]","[0.         0.54969549 0.         0.01564717 0.01562357 0.04687023
 0.01562381 0.01562452 0.00801921 0.        ]"
74,10,gaussian,"[-0.79414629 -0.06521768 -0.24225948 -0.12457096  2.87703165  1.45880465
  3.57775776  1.48801785  6.538537   -2.36435465]","[0.15147259 0.14974453 0.10399421 0.03162259 0.08313216 0.06925451
 0.13904129 0.18028368 0.11986588 0.08377889]","[0.42426371 0.42512773 0.44800289 0.4841887  0.45843392 0.46537275
 0.43047936 0.40985816 0.44006706 0.45811056]","[0.01564741 0.07813215 2.86786366 0.03166652 0.06250501 0.07855153
 0.04728723 0.03126979 4.7233448  0.03169012]","[0.         0.03124714 1.75974512 0.00852752 0.03125501 0.04727483
 0.03166246 0.0156455  3.62063408 0.        ]","[0.         0.         0.51983571 0.01562309 0.         0.01564431
 0.01562476 0.01562428 0.58738446 0.00351501]"
75,10,gaussian,"[-1.54240369 -3.08727914  0.86913509 -2.17346662  0.54921644  2.56214931
  3.36181371 -4.6757297  -0.75291245 -4.78941526]","[0.14097167 0.1204873  0.1254231  0.11272158 0.04721852 0.11946202
 0.11556139 0.20659147 0.11702607 0.08208698]","[0.42951417 0.43975635 0.43728845 0.44363921 0.47639074 0.44026899
 0.4422193  0.39670427 0.44148697 0.45895651]","[0.01563144 3.9859302  0.04730129 3.89138317 0.06252098 0.04728365
 2.91872144 0.06292844 0.03124785 0.04727292]","[0.         2.40528631 0.         2.68654752 0.01564884 0.02814078
 1.93506408 0.01562309 0.01562572 0.01562142]","[0.         0.98926926 0.         0.65587878 0.01566005 0.
 0.54092383 0.01562333 0.01562214 0.0316515 ]"
76,10,gaussian,"[-1.68230947 -2.03370306  1.58284698 -3.30200234 -0.03124812  1.31453435
  4.41095013 -0.49240399  3.75100603  6.19590579]","[0.13492078 0.10571848 0.10563128 0.16210014 0.1413779  0.1811904
 0.22785954 0.0996149  0.0486036  0.06712177]","[0.43253961 0.44714076 0.44718436 0.41894993 0.42931105 0.4094048
 0.38607023 0.45019255 0.4756982  0.46643912]","[0.03124094 5.03732967 4.54972553 4.53453493 0.0715549  0.07856107
 0.10981631 0.0629456  0.06241751 0.06903434]","[0.0156188  3.28261232 2.99670362 3.00835276 0.0402782  0.03166103
 0.09729648 0.04690194 0.01561737 0.05341578]","[0.         1.09980655 0.87342882 0.89719248 0.0312767  0.01562762
 0.01251984 0.01604366 0.03114939 0.01561856]"
77,10,gaussian,"[ 0.12563003 -2.40753564 -0.434931   -2.81978472 -1.09813387 -0.12133793
  7.3546672  -0.4042427   1.8690563   6.20583578]","[0.12959471 0.08834495 0.08228617 0.13089188 0.18443631 0.23223096
 0.16384914 0.11442535 0.02150907 0.26892169]","[0.43520265 0.45582752 0.45885692 0.43455406 0.40778185 0.38388452
 0.41807543 0.44278732 0.48924547 0.36553915]","[0.01562691 0.06292796 0.06249857 0.10020185 0.0781486  0.06294131
 0.12546539 0.04734063 0.08014655 0.28055215]","[0.         0.01562977 0.04687166 0.04427505 0.04688001 0.0160439
 0.06296062 0.0316844  0.03326797 0.14148331]","[0.         0.01562762 0.01562691 0.03128314 0.01565003 0.03127027
 0.03125405 0.         0.01562834 0.09377313]"
78,10,gaussian,"[-2.38280938  1.02869934 -0.54055903 -2.78336423 -6.34641875  1.80153411
  4.38447987 -0.48734172 -1.84713132 -4.41476933]","[0.16526566 0.12265147 0.06604837 0.15144343 0.12749681 0.11888448
 0.06124144 0.06106658 0.07605117 0.08590077]","[0.41736717 0.43867426 0.46697581 0.42427829 0.4362516  0.44055776
 0.46937928 0.46946671 0.46197441 0.45704961]","[0.01151824 0.04687452 0.04730535 0.04687262 0.06294298 3.89127135
 0.07855654 0.16269755 0.0312767  0.03124475]","[0.01151824 0.         0.01562309 0.01562214 0.01562619 2.69044757
 0.05639052 0.11581326 0.         0.03124475]","[0.         0.01562333 0.01603365 0.         0.01502585 0.61957383
 0.         0.01562142 0.01565075 0.        ]"
79,10,gaussian,"[-1.5174142   0.24025189 -0.46707561 -1.78360726 -9.24055543 -1.3809315
  3.80379733 -0.18940881  4.63493793  1.84836026]","[ 0.20065037  0.14360134  0.09614996  0.06271759  0.09485903  0.11077813
  0.1057846   0.15778887 -0.03452109  0.0654831 ]","[0.39967481 0.42819933 0.45192502 0.4686412  0.45257048 0.44461094
 0.4471077  0.42110557 0.51726055 0.46725845]","[0.01564646 3.23337388 0.04731202 0.06249928 0.04892564 0.07855034
 0.06250048 2.82530236 0.06256437 0.03170156]","[0.01564646 1.93857002 0.         0.01562452 0.00202584 0.00451422
 0.03124166 1.83943319 0.04694605 0.01604629]","[0.         0.82304668 0.         0.01562428 0.01564598 0.03124928
 0.01562834 0.43372059 0.01561832 0.        ]"
80,10,gaussian,"[-1.14837035  1.02873285 -1.45566855 -0.74092427 -4.76833152  0.21049645
  5.97598827 -2.26111622 -2.09425151 -2.23982578]","[ 0.18237544  0.15023812  0.16430954  0.08815864  0.04498671  0.16902135
  0.13610073 -0.00674948  0.09008814  0.14549448]","[0.40881228 0.42488094 0.41784523 0.45592068 0.47750665 0.41548933
 0.43194964 0.50337474 0.45495593 0.42725276]","[0.01562357 0.04686737 0.02716112 0.04687524 0.0524106  0.06290984
 0.04690051 0.06293941 0.04687047 4.45717978]","[0.         0.01562238 0.01564479 0.03124785 0.021137   0.03227258
 0.03127146 0.04029417 0.03124571 3.68312407]","[0.         0.01562095 0.01151633 0.01562738 0.         0.
 0.01562905 0.00701952 0.01562476 0.31329298]"
81,10,gaussian,"[-0.80614318 -1.77403847 -1.17627178  3.12668303 -7.04471201  1.06976546
  1.46593752 -0.92173733 -3.08428245  1.35715249]","[0.16699301 0.12620317 0.06078001 0.05685083 0.12360404 0.09273976
 0.07424028 0.05136435 0.02659672 0.15280286]","[0.4165035  0.43689841 0.46961    0.47157459 0.43819798 0.45363012
 0.46287986 0.47431782 0.48670164 0.42359857]","[0.03427005 3.07547426 0.02817249 0.05639434 0.03126669 0.06241488
 0.04687691 0.0316608  0.06249499 4.75541091]","[0.         1.94116807 0.         0.02514839 0.01562285 0.01551795
 0.0156219  0.         0.01562071 3.62630129]","[0.         0.64053607 0.01251912 0.01562214 0.01564384 0.
 0.         0.         0.03124881 0.63007951]"
82,10,gaussian,"[ 1.94101057 -3.5038478  -1.83730702  5.47145049 -0.56860715 -0.59132708
 -1.41730556  0.95917045  1.61557983 -0.51456736]","[0.11210125 0.0949063  0.09485744 0.13951537 0.16228575 0.12393678
 0.12199787 0.12527787 0.09179506 0.1023268 ]","[0.44394937 0.45254685 0.45257128 0.43024232 0.41885713 0.43803161
 0.43900106 0.43736106 0.45410247 0.4488366 ]","[0.85425067 0.03128099 0.03124952 0.0473268  0.06291342 0.06250024
 0.03170609 0.20348215 0.06292915 0.01562524]","[0.56798482 0.         0.015625   0.         0.04728842 0.01561928
 0.0160563  0.15671325 0.01562333 0.        ]","[0.         0.01565695 0.         0.01605296 0.015625   0.01563334
 0.         0.01552129 0.01603436 0.        ]"
83,10,gaussian,"[-0.90261025 -1.35338267 -0.72027874  2.66014464  5.80829067  0.10328208
  3.51682903  3.28366823 -2.72889705 -0.84096555]","[ 0.11908324  0.11819251  0.12138291  0.13839932  0.12166115  0.14166228
  0.28713736  0.10600346 -0.02360488  0.34342923]","[0.44045838 0.44090375 0.43930855 0.43080034 0.43916942 0.42916886
 0.35643132 0.44699827 0.51180244 0.32828538]","[0.01562428 0.04731822 3.21714568 3.09291744 0.04691267 0.03384137
 1.20868683 0.31383681 0.06241822 0.31382179]","[0.         0.02866888 1.90434027 1.96106625 0.03128529 0.00256109
 0.59135103 0.05992603 0.04689789 0.16620994]","[0.         0.01864934 0.80278397 0.71203232 0.01562738 0.01564837
 0.51105666 0.00654078 0.01552033 0.12247014]"
84,10,gaussian,"[-0.17427261 -1.38816872 -0.82616976 -0.41510484 -1.52691798 -2.51073563
  2.7160376   7.05214679 -1.88625405  4.12904482]","[0.07789148 0.16423954 0.12184296 0.12725702 0.13718597 0.03899973
 0.11393583 0.18392264 0.07944779 0.01403248]","[0.46105426 0.41788023 0.43907852 0.43637149 0.43140701 0.48050013
 0.44303208 0.40803868 0.4602761  0.49298376]","[0.78476191 0.17272377 0.0625248  0.06295347 0.03124785 0.04729891
 5.10016608 0.07802558 0.07815552 0.09418631]","[0.52028966 0.16618276 0.03125215 0.01564932 0.         0.03428316
 4.00622034 0.01562786 0.06252933 0.0534184 ]","[0.         0.         0.         0.01604962 0.         0.
 0.62304378 0.0312531  0.01562619 0.02514267]"
85,10,gaussian,"[-0.25461142 -2.02334146 -1.26814814  6.82833063 -0.56610994 -2.1925933
 -3.38607966  5.19218379 -2.93778117 -4.17684256]","[0.11468982 0.14289142 0.12433188 0.1658323  0.17872102 0.15926129
 0.09909151 0.0506118  0.04027587 0.15692036]","[0.44265509 0.42855429 0.43783406 0.41708385 0.41063949 0.42036935
 0.45045425 0.4746941  0.47986206 0.42153982]","[0.01562524 0.06551981 0.04690313 0.04730868 0.04687452 0.07857347
 0.09420753 0.0941968  0.06291127 0.34510589]","[0.         0.00302124 0.01563287 0.02266741 0.03125167 0.03065205
 0.01564026 0.06292224 0.04728413 0.18033957]","[0.         0.01561737 0.01564884 0.00901866 0.01562285 0.03124928
 0.02114558 0.01565886 0.01562715 0.11786938]"
86,10,gaussian,"[-0.00933981  0.0851402  -0.75263106  6.45211344  2.57692137 -2.23489521
 -0.82927006  1.74155113 -3.60492712 -3.94606776]","[0.12212325 0.16159144 0.1408064  0.17644181 0.13989477 0.13803369
 0.12520298 0.14012513 0.03466195 0.02524611]","[0.43893838 0.41920428 0.4295968  0.4117791  0.43005261 0.43098316
 0.43739851 0.42993743 0.48266903 0.48737694]","[0.01603889 2.85571313 3.35846877 2.8875072  2.69932222 0.03120947
 0.0316608  0.03125072 0.0472784  0.0625236 ]","[0.         1.93403029 2.0300293  1.85378671 1.79555964 0.
 0.01152611 0.         0.01562166 0.04689336]","[0.         0.56371164 0.95540071 0.57340646 0.26174784 0.
 0.01561332 0.         0.01562262 0.        ]"
87,10,gaussian,"[-0.65546768  1.18787945 -1.85627176  3.52990295  1.64874856 -1.70029257
 -2.28837813  6.93385316 -3.77328367 -5.70360518]","[ 0.06586765  0.1297659   0.13047465  0.12121527  0.15447864  0.11707097
  0.16461207  0.10408545  0.01144917 -0.01923167]","[0.46706618 0.43511705 0.43476268 0.43939237 0.42276068 0.44146451
 0.41769397 0.44795728 0.49427541 0.50961584]","[0.78471899 0.03168893 2.99735475 0.06249642 0.05391169 0.03165269
 0.03124785 4.64504528 0.06196141 0.10980201]","[0.48914313 0.00952148 1.83471203 0.03124118 0.02264357 0.01501584
 0.         3.6517446  0.01506305 0.07155776]","[0.         0.00652051 0.75255489 0.03125525 0.01561761 0.
 0.01561737 0.42591596 0.01564956 0.00701618]"
88,10,gaussian,"[-0.31296359  2.02652121  0.69065949  1.15697683  3.40075096 -4.1878777
  0.18957434 -1.91910055 -3.44927784  6.77912391]","[0.0926074  0.11868736 0.1558525  0.15395761 0.13971351 0.20698009
 0.11896136 0.08503876 0.07919421 0.13089146]","[0.4536963  0.44065632 0.42207375 0.4230212  0.43014324 0.39650995
 0.44051932 0.45748062 0.4604029  0.43455427]","[0.5984447  0.04689884 0.0402751  0.07814765 2.74587369 0.09416437
 3.0285995  0.03124094 0.03127217 4.72341704]","[0.3320415  0.01562309 0.         0.03125119 1.85840344 0.04687357
 1.94632578 0.         0.         3.53070879]","[0.         0.01565337 0.01562405 0.01564479 0.35786271 0.03166771
 0.55816531 0.01561475 0.         0.64011717]"
89,10,gaussian,"[ 0.35631687 -1.59917145 -0.35424068  1.27091941  4.17606979 -3.66501745
 -1.03783798 -4.84818802 -4.03189652  3.62763657]","[0.12325442 0.12177176 0.13166077 0.1224222  0.27485602 0.12958733
 0.06340046 0.11010452 0.10364751 0.02304521]","[0.43837279 0.43911412 0.43416961 0.4387889  0.36257199 0.43520634
 0.46829977 0.44494774 0.44817625 0.4884774 ]","[0.00702024 0.0625236  2.80883718 3.3160665  0.04690528 6.26064396
 0.09416199 0.04687524 0.03166819 0.0625205 ]","[0.         0.03124619 1.98864746 2.30068874 0.03129101 5.12152958
 0.06294632 0.0156219  0.01151729 0.03127623]","[0.         0.01564384 0.39747858 0.55025029 0.         0.61509061
 0.         0.         0.         0.01561713]"
90,10,gaussian,"[-0.67202662  2.82489237 -0.14022819 -1.68294781 -4.01964707 -1.15067563
 -3.1875536  -2.5861109   2.93028986  5.75793161]","[0.17719352 0.1090101  0.03639679 0.1315202  0.17800809 0.03893746
 0.06670425 0.03653031 0.00118565 0.14079388]","[0.41140324 0.44549495 0.4818016  0.4342399  0.41099596 0.48053127
 0.46664788 0.48173485 0.49940717 0.42960306]","[0.0176456  2.93384147 0.32950425 0.04739165 0.07854748 0.3294847
 0.04730773 0.0468781  0.07856345 4.51943016]","[0.01562285 1.91604376 0.20757365 0.03134751 0.02114987 0.01564598
 0.01764512 0.01563239 0.05141997 3.42681336]","[0.         0.62615299 0.0715456  0.01604414 0.03124475 0.03124595
 0.         0.         0.         0.48171425]"
91,10,gaussian,"[ 0.59814883  2.89698734 -1.03337086 -0.2144023  -0.6965274  -1.07927557
 -3.52118258  1.50122974  4.00897828  6.39256982]","[0.17035025 0.14247235 0.12777795 0.24102213 0.05149012 0.15213561
 0.13579904 0.14854106 0.07378052 0.04398332]","[0.41482488 0.42876383 0.43611103 0.37948894 0.47425494 0.42393219
 0.43210048 0.42572947 0.46310974 0.47800834]","[0.01552463 0.39234805 3.34240532 0.0473032  0.03124595 0.04731321
 0.046875   4.64549422 0.0312798  0.04728436]","[0.         0.05988717 1.86694288 0.03126812 0.01562262 0.01565218
 0.01562095 3.49982619 0.0156455  0.02013969]","[0.         0.01562214 0.93295932 0.01603508 0.01562333 0.01764393
 0.         0.55003643 0.         0.01562452]"
92,10,gaussian,"[ 0.44773105  1.45199176 -1.10639983  4.22402865  4.58054186 -1.98001053
 -8.18852298  2.99819909 -3.32015458  0.56703964]","[0.15077928 0.18217529 0.2102419  0.10598265 0.06285785 0.02735086
 0.06205888 0.05153816 0.03680364 0.02387231]","[0.42461036 0.40891235 0.39487905 0.44700867 0.46857108 0.48632457
 0.46897056 0.47423092 0.48159818 0.48806385]","[0.01562691 0.04888916 0.03127718 0.03926611 0.03929377 0.58091283
 0.90990877 0.04688001 0.06754184 0.0785532 ]","[0.         0.03124905 0.01562572 0.         0.00801849 0.2868917
 0.68279934 0.03124952 0.03628993 0.04838347]","[0.         0.         0.01565146 0.         0.         0.18800163
 0.08709073 0.         0.015625   0.        ]"
93,10,gaussian,"[-0.10800944  2.58458098 -1.11807047  1.3431615  -1.61954645 -0.62728833
 -6.59992028  2.60282514 -2.91875259  5.53244534]","[ 0.09334557  0.17432612  0.18868299  0.12860877  0.12947712  0.11646749
  0.01957618  0.02688343  0.05499837 -0.01626959]","[0.45332721 0.41283694 0.40565851 0.43569562 0.43526144 0.44176625
 0.49021191 0.48655828 0.47250081 0.5081348 ]","[0.86333418 2.79346848 0.15668583 0.06294608 0.06293726 0.0468719
 0.04689693 0.06291699 0.06252384 0.03169346]","[0.43799853 2.02068233 0.07814336 0.         0.02266216 0.0468719
 0.01562476 0.01562238 0.03127098 0.01604199]","[0.         0.43405509 0.04687071 0.01603675 0.01562691 0.
 0.         0.0156281  0.         0.        ]"
94,10,gaussian,"[ 0.72373217  0.67366165 -0.66903335  1.29842657  7.58048277  0.10679512
 -5.8535102   0.04564517 -2.29388644 -5.07203204]","[0.13391019 0.16225919 0.11090355 0.13124178 0.10064052 0.05940609
 0.09639716 0.07073118 0.11350734 0.27083688]","[0.43304491 0.41887041 0.44454823 0.43437911 0.44967974 0.47029696
 0.45180142 0.46463441 0.44324633 0.36458156]","[0.0156188  0.04727769 0.04686904 2.74639702 0.03123546 0.03626776
 0.03127193 0.03124928 0.03166342 0.266505  ]","[0.         0.0316596  0.03124094 1.87466526 0.01562452 0.02065277
 0.01568532 0.03124928 0.020643   0.14107919]","[0.         0.01561809 0.         0.39478779 0.         0.
 0.         0.         0.01102042 0.09417701]"
95,10,gaussian,"[ 2.06352139 -0.48321447 -1.04940284 -2.30163493  1.84693698 -0.45673873
  0.65713076 -4.03507268  0.89700187 -6.63809309]","[0.11494979 0.13655004 0.16472372 0.19066233 0.05479378 0.13081847
 0.17676171 0.09787792 0.06863426 0.00059451]","[0.4425251  0.43172498 0.41763814 0.40466884 0.47260311 0.43459076
 0.41161914 0.45106104 0.46568287 0.49970275]","[0.01604366 2.96570635 3.37445855 0.04077077 0.04689455 3.23182988
 5.55489779 0.04889202 0.03127694 0.09416485]","[0.         1.87082243 1.92038918 0.         0.03124833 2.10881805
 4.29484391 0.0156219  0.         0.03924727]","[0.         0.62729073 0.97915959 0.01562738 0.01564622 0.72963333
 0.66373539 0.01563931 0.01562595 0.03929782]"
96,10,gaussian,"[ 0.86339081  1.06973688  0.07931787  2.20522398  8.861137   -2.39806236
 -4.77004675 -1.68551617  2.36505887 -0.16709393]","[0.11246283 0.14030787 0.13932992 0.16763682 0.09114547 0.10776977
 0.08000273 0.04937395 0.07990988 0.02268766]","[0.44376859 0.42984606 0.43033504 0.41618159 0.45442726 0.44611511
 0.45999864 0.47531302 0.46004506 0.48865617]","[0.45537519 4.01612496 4.00106955 0.0941937  0.09418988 0.10980844
 0.07856655 0.04729581 0.06250358 0.18836474]","[0.07303286 3.03946447 2.80083823 0.03124118 0.03124166 0.06252408
 0.06294727 0.03167009 0.01562881 0.16822195]","[0.         0.57486486 0.47400689 0.01604629 0.0367775  0.01561928
 0.         0.         0.01562452 0.01562381]"
97,10,gaussian,"[-0.04341007  2.55950797 -0.52989005 -0.46160261  6.41231523 -0.87020594
 -2.943043   -1.12606999  3.48062388 -6.7724204 ]","[0.10530848 0.22390445 0.10421275 0.16369079 0.05433256 0.09512951
 0.08485788 0.14935065 0.09720285 0.02479019]","[0.44734576 0.38804778 0.44789362 0.4181546  0.47283372 0.45243524
 0.45757106 0.42532467 0.45139857 0.48760491]","[5.52082062e-03 4.68740463e-02 4.62853432e+00 6.25255108e-02
 6.29572868e-02 4.72893715e-02 3.12540531e-02 6.88781166e+00
 4.89628196e+00 3.12414169e-02]","[0.00552082 0.01562119 2.81921458 0.04690266 0.01562595 0.03166318
 0.01563048 5.46161771 3.7647016  0.        ]","[0.         0.01562119 1.1506815  0.         0.0160563  0.01562619
 0.01562357 0.66449308 0.64219975 0.        ]"
98,10,gaussian,"[ 1.1714994   0.93541537 -0.51630811  0.9629878  10.31949238 -1.47382499
 -3.00455836 -2.28172744 -1.65502127 -3.73020052]","[0.09366204 0.22980359 0.20197298 0.0789381  0.11236801 0.16365245
 0.07185345 0.18516515 0.11853114 0.04956107]","[0.45316898 0.3850982  0.39901351 0.46053095 0.443816   0.41817377
 0.46407328 0.40741742 0.44073443 0.47521947]","[0.15671253 0.06292534 0.04789662 0.10920095 0.06249928 0.01866078
 0.04688573 0.07855368 0.05640793 0.03126955]","[0.         0.04730415 0.01562738 0.01564956 0.03124881 0.00301433
 0.01562786 0.06603503 0.03125    0.        ]","[0.         0.         0.01562428 0.0785315  0.         0.
 0.015625   0.         0.01562977 0.        ]"
99,10,gaussian,"[ 0.94858725  0.95000707 -0.50636476 -3.17232386  2.95461891  0.13109238
 -2.96305513  4.02214742  2.31507911 -7.40005178]","[ 0.08831047  0.18977282  0.10549988  0.15735456  0.10299163  0.17574931
  0.09539627  0.07352816  0.06949514 -0.21923408]","[0.45584477 0.40511359 0.44725006 0.42132272 0.44850419 0.41212534
 0.45230187 0.46323592 0.46525243 0.60961704]","[0.015625   0.0467875  3.15395069 0.31423092 2.79340625 0.49165511
 0.07309675 0.04730773 0.12553024 0.1571312 ]","[0.015625   0.03126836 1.98369765 0.05433345 1.85922503 0.15629601
 0.04181385 0.03127027 0.10990572 0.10274673]","[0.         0.01551914 0.55411506 0.         0.4735949  0.28144741
 0.         0.01603746 0.01562452 0.03121209]"
