,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
10,10,gaussian,"[ 0.35140682 -2.19335975 -0.6100542   3.42011434 -6.44735039 -2.27236105
 -5.01810623  2.85614619  1.21680902  0.71434986]","[ 0.14799463  0.1353116   0.1685584   0.08812027  0.16740062  0.11831509
  0.07963062  0.13518116 -0.00029278  0.04924056]","[0.42600269 0.4323442  0.4157208  0.45593986 0.41629969 0.44084245
 0.46018469 0.43240942 0.50014639 0.47537972]","[0.03125334 0.0472815  0.0468924  0.03125525 0.01301742 0.40800905
 0.03125262 0.01763105 0.04528356 0.01562428]","[0.         0.         0.         0.         0.         0.02464271
 0.         0.         0.01401281 0.01562428]","[0.         0.01558828 0.         0.         0.         0.34056854
 0.         0.01763105 0.01564765 0.        ]"
11,10,gaussian,"[-0.0575255  -2.46596719 -0.45630698  0.11253201 -7.26394592 -0.10373191
 -2.15229974  1.22429821 -1.02088012 -1.55041755]","[ 0.1450261   0.12826799  0.13343116  0.05656859  0.05706295  0.07261181
  0.15439097 -0.00730064  0.07399344  0.11250783]","[0.42748695 0.435866   0.43328442 0.4717157  0.47146853 0.46369409
 0.42280452 0.50365032 0.46300328 0.44374608]","[0.01564622 0.04687142 0.06293011 0.03576779 0.04279041 0.09417105
 0.04790068 0.04628611 0.03827024 0.26650596]","[0.         0.01560211 0.03124928 0.02013898 0.01151705 0.04176068
 0.01562929 0.01501513 0.00701904 0.04376888]","[0.         0.01562262 0.00201917 0.         0.         0.01562476
 0.03227139 0.         0.         0.17235756]"
12,10,gaussian,"[ 0.66665562 -1.15131551 -1.48651     2.42489215 -2.97449396 -2.49109949
 -3.08186816  4.43195155 -0.62886154 -5.48289325]","[ 0.15042823  0.04475893  0.20083799  0.09126472  0.07160614  0.04215141
  0.04275454  0.14899156  0.07816288 -0.02941256]","[0.42478588 0.47762054 0.399581   0.45436764 0.46419693 0.4789243
 0.47862273 0.42550422 0.46091856 0.51470628]","[0.00951958 0.0781436  0.34497213 0.06249976 0.02266836 0.0468781
 0.04730773 0.06803155 0.04179692 0.03125095]","[0.         0.04687476 0.04067659 0.04687023 0.         0.
 0.         0.03677535 0.02614284 0.        ]","[0.         0.01564431 0.28867221 0.         0.         0.
 0.01603723 0.01562071 0.01565409 0.        ]"
13,10,gaussian,"[ 0.27276758 -0.48357808 -1.24143418  4.52742636 -2.42015505 -4.68890721
 -3.97850445  1.3186646  -0.9300431  -0.92220273]","[0.16177404 0.07784966 0.17046335 0.1312732  0.06206411 0.03436429
 0.15772556 0.08560031 0.02738774 0.12670179]","[0.41911298 0.46107517 0.41476833 0.4343634  0.46896795 0.48281786
 0.42113722 0.45719985 0.48630613 0.43664911]","[0.00451851 0.09415412 0.06252122 0.031672   0.0468719  0.06292295
 0.36110592 0.04687214 0.03167558 0.03125095]","[0.00451851 0.04889154 0.04687476 0.02364421 0.01562238 0.00201297
 0.02264357 0.01562428 0.01564312 0.        ]","[0.         0.01562214 0.01564646 0.00802779 0.01562166 0.01401591
 0.32281566 0.01562524 0.01603246 0.01562071]"
14,10,gaussian,"[ 0.63833831 -2.28267882 -0.92290052  2.52109234 -2.56887265 -1.6944237
 -4.40697766 -1.33949159 -2.33271339 -2.0051901 ]","[0.17870203 0.08980426 0.20335851 0.1111885  0.07792435 0.1094531
 0.08756064 0.09090188 0.06017301 0.02935291]","[0.41064898 0.45509787 0.39832075 0.44440575 0.46103783 0.44527345
 0.45621968 0.45454906 0.4699135  0.48532355]","[0.01914358 0.06252241 0.06294012 0.04676843 0.04690671 0.06290889
 0.03125167 0.04728937 0.03126931 0.03125143]","[0.00352025 0.01562238 0.02516103 0.01562047 0.03127337 0.03123999
 0.         0.         0.01562262 0.01562691]","[0.         0.01564789 0.00652504 0.         0.         0.01562428
 0.01562309 0.         0.         0.        ]"
15,10,gaussian,"[ 0.52869065 -0.58502445 -1.96058102  3.86040289 -3.37160622 -0.11008798
 -4.73932968 -1.69709175 -1.36573743 -4.9789442 ]","[ 0.16119791  0.13758283  0.13701308  0.18464603  0.14451407  0.16671025
  0.17332663  0.06127498 -0.10107129  0.07595454]","[0.41940104 0.43120859 0.43149346 0.40767699 0.42774297 0.41664488
 0.41333669 0.46936251 0.55053565 0.46202273]","[0.03165388 0.04689717 0.09418249 0.40800786 0.03926229 0.32947016
 0.45529866 0.04689431 0.04677129 0.0312705 ]","[0.00301361 0.01564574 0.07154417 0.04690003 0.         0.02114892
 0.04687452 0.03126478 0.01551723 0.        ]","[0.         0.01562476 0.         0.29919195 0.03124189 0.29269528
 0.34449601 0.         0.01562548 0.01564503]"
16,10,gaussian,"[ 0.31897269 -2.77742331 -0.56553309 -2.7200801  -2.75096993  1.19221009
  3.07745223  0.10519852 -4.59538255 -0.82642871]","[0.13793591 0.08590296 0.11185935 0.10973038 0.11963469 0.15590881
 0.0524548  0.01522058 0.04009832 0.03861913]","[0.43103204 0.45704852 0.44407032 0.44513481 0.44018265 0.4220456
 0.4737726  0.49238971 0.47995084 0.48069044]","[0.01562357 0.10982132 0.03168154 0.10983205 0.06291699 0.61206293
 0.04687691 0.06295466 0.04687643 0.08366489]","[0.         0.06902623 0.01251602 0.06291676 0.00702453 0.06250048
 0.         0.         0.03125024 0.05241609]","[0.         0.01562238 0.         0.01562786 0.01562357 0.47139001
 0.03125048 0.01605463 0.         0.        ]"
17,10,gaussian,"[-0.17247015  2.65432981 -2.28223837 -0.92418065 -2.95616335  2.78903084
  2.25174182 -3.23346953 -1.04515138 -5.27190989]","[0.07970349 0.05791724 0.20785365 0.12266261 0.09888533 0.17234864
 0.11922865 0.09184707 0.07274458 0.04485225]","[0.46014825 0.47104138 0.39607317 0.43866869 0.45055733 0.41382568
 0.44038567 0.45407647 0.46362771 0.47757388]","[0.0625217  0.09419298 0.04689884 0.05039907 0.04690623 0.74248314
 0.43929529 0.09419203 0.06294823 0.06250238]","[0.04688931 0.03829956 0.         0.03125167 0.         0.09415936
 0.05495071 0.02717876 0.04179788 0.01562738]","[0.         0.00902104 0.01564503 0.         0.03128147 0.60755038
 0.33744574 0.01561904 0.01562977 0.03125191]"
18,10,gaussian,"[ 0.4615401  -0.04164716 -2.00460472  2.28777845  0.12291201  1.15874143
  2.90566646 -1.31519465 -2.8800927  -4.64945626]","[0.06735331 0.13322585 0.14454108 0.12537985 0.12283838 0.04894423
 0.05563173 0.13210828 0.07978334 0.06533021]","[0.46632335 0.43338707 0.42772946 0.43731007 0.43858081 0.47552788
 0.47218414 0.43394586 0.46010833 0.46733489]","[0.09420109 0.03124928 0.06294584 0.06249785 0.04731274 0.0941875
 0.04687476 0.28205848 0.03124523 0.01301599]","[0.0403049  0.         0.01562738 0.03125238 0.01565099 0.03166199
 0.03124619 0.06295443 0.         0.        ]","[0.         0.01562428 0.03127575 0.01561856 0.01914406 0.
 0.         0.141078   0.         0.01301599]"
19,10,gaussian,"[ 0.03947789  0.62573157 -1.68544409 -3.0086238   2.22001457  2.18042898
  4.79620987 -0.34784812 -5.11140618 -1.93750181]","[0.06257939 0.06459671 0.19270438 0.1544149  0.07290235 0.09324745
 0.01590347 0.06891368 0.07172531 0.09862054]","[0.46871031 0.46770164 0.40364781 0.42279255 0.46354883 0.45337628
 0.49204826 0.46554316 0.46413734 0.45068973]","[0.06249857 0.06954837 0.03164816 0.0312767  0.04687929 0.04180169
 0.06289458 0.03127217 0.03124571 0.25130272]","[0.06249857 0.03827286 0.01562047 0.01564288 0.01562428 0.01564765
 0.01602912 0.01562595 0.01562214 0.05690622]","[0.         0.01564741 0.         0.         0.01562095 0.01051855
 0.         0.01564622 0.         0.1631484 ]"
20,10,gaussian,"[-1.05620261  2.74984948 -0.65774611 -1.13917081  1.65760053 -1.35911562
  1.8583049  -0.23479003 -2.24815468  6.62578016]","[ 0.13520308  0.19538786  0.02728291  0.18563075  0.09434984  0.01125147
  0.05366204  0.06911358 -0.01483657 -0.00091795]","[0.43239846 0.40230607 0.48635855 0.40718462 0.45282508 0.49437426
 0.47316898 0.46544321 0.50741828 0.50045898]","[0.01562715 0.13594794 0.0781498  0.03067327 0.04688001 0.04730034
 0.04687119 0.03167391 0.06250286 0.04731512]","[0.         0.06703854 0.03124571 0.         0.         0.03126645
 0.03124523 0.0156424  0.01562977 0.        ]","[0.         0.04176426 0.01564598 0.         0.01562262 0.01603389
 0.         0.0160315  0.01562333 0.01251554]"
21,10,gaussian,"[ 0.39183703  1.13631828 -1.14299628  1.16851668  6.23565421 -1.18119146
 -1.05371521 -2.94374071 -4.00305794  1.19456133]","[0.15023028 0.10648426 0.11619415 0.11958086 0.07594629 0.02302983
 0.12279675 0.07531489 0.10238867 0.02021493]","[0.42488486 0.44675787 0.44190292 0.44020957 0.46202685 0.48848508
 0.43860162 0.46234255 0.44880567 0.48989254]","[0.015625   0.06292796 0.07803679 0.04687572 0.02214408 0.03127146
 0.03125286 0.03168273 0.03124785 0.03125525]","[0.         0.         0.01565003 0.01562476 0.         0.
 0.         0.01251864 0.01562572 0.01562452]","[0.         0.01562071 0.03124428 0.         0.         0.01564693
 0.01562595 0.         0.01562214 0.        ]"
22,10,gaussian,"[ 0.05093186 -0.17374648 -1.3210002   1.774225    1.68550173  3.18428829
 -2.19362346  3.08564164 -5.58145192 -0.21529825]","[0.17280457 0.17097904 0.07954694 0.1707572  0.17330358 0.14891066
 0.16150938 0.16507237 0.14860909 0.14942261]","[0.41359772 0.41451048 0.46022653 0.4146214  0.41334821 0.42554467
 0.41924531 0.41746381 0.42569546 0.4252887 ]","[0.02866745 0.172719   0.0468986  0.3611052  0.48649502 0.03125095
 0.03166318 0.04689384 0.2820406  0.37677598]","[0.         0.04689574 0.03126836 0.02363157 0.09215307 0.01563025
 0.         0.03126383 0.0468812  0.04482436]","[0.         0.062922   0.         0.2593329  0.32980895 0.01562071
 0.01562667 0.01563001 0.18835592 0.24176502]"
23,10,gaussian,"[ 1.15879201 -1.62407604 -1.97433384  5.0860266   1.60768264 -1.25277902
 -4.09375161  1.84459563 -3.90024138 -3.8965356 ]","[ 0.17060478  0.10595695  0.24885331  0.19196723  0.05783923  0.09188648
  0.22981326  0.04548867 -0.02432323  0.08548389]","[0.41469761 0.44702153 0.37557335 0.40401639 0.47108039 0.45405676
 0.38509337 0.47725567 0.51216162 0.45725806]","[0.03125334 0.04730392 0.28255367 0.04687333 0.10981274 0.42404127
 0.06252313 0.04731989 0.07854939 0.03128123]","[0.01562834 0.01564479 0.03676605 0.01562452 0.07050991 0.07593489
 0.0156455  0.018646   0.04687524 0.01565337]","[0.         0.01603675 0.21454263 0.01562977 0.02364564 0.29218626
 0.03125167 0.01302624 0.01562452 0.        ]"
24,10,gaussian,"[ 0.39993242  1.88566582 -1.9449793   3.19930687  3.19190545 -1.36507076
 -5.93349429  2.88812283 -2.81571674 -4.69152405]","[0.18228765 0.23271933 0.11189333 0.09983952 0.15626992 0.14329363
 0.20579691 0.07772141 0.00492866 0.03740237]","[0.40885617 0.38364033 0.44405334 0.45008024 0.42186504 0.42835319
 0.39710154 0.4611393  0.49753567 0.48129882]","[0.04729104 0.15619445 0.06294155 0.04686642 0.31424952 0.34512544
 0.04729319 0.04689717 0.04733896 0.03122163]","[0.         0.03114033 0.04732394 0.01561713 0.10008216 0.06805038
 0.01563048 0.03127193 0.00201702 0.        ]","[0.         0.03125548 0.01561761 0.         0.15674043 0.21453094
 0.02364254 0.01562524 0.03130078 0.01562595]"
25,10,gaussian,"[-1.29078433  2.47767655 -1.33092336  1.49952791  3.23100274 -0.4505437
 -3.60084534  4.45456803 -3.33032485 -6.22882844]","[0.17459412 0.08363721 0.16758161 0.25433427 0.11734134 0.07966865
 0.08308069 0.05795858 0.17040841 0.1354742 ]","[0.41270294 0.4581814  0.41620919 0.37283287 0.44132933 0.46016568
 0.45845966 0.47102071 0.41479579 0.4322629 ]","[0.03166795 0.14109397 0.42365146 0.28207493 0.10981131 0.0473268
 0.09418845 0.06289864 0.09417081 0.0312767 ]","[0.02714515 0.03679085 0.06321192 0.06250358 0.03476858 0.00302315
 0.04026389 0.04727221 0.02614141 0.01564956]","[0.         0.03125381 0.30947995 0.1882925  0.04377127 0.01302528
 0.         0.01562643 0.02114558 0.        ]"
26,10,gaussian,"[-0.65327962 -0.63088407 -0.54378014 -2.49247301  2.92084993  0.71488769
  1.31733919  3.67666246 -5.45960875 -6.09400897]","[0.17030151 0.09486515 0.21478813 0.22156204 0.15171675 0.14318334
 0.08844195 0.13011719 0.24818924 0.00647918]","[0.41484924 0.45256742 0.39260593 0.38921898 0.42414162 0.42840833
 0.45577903 0.43494141 0.37590538 0.49676041]","[0.0312562  0.0312705  0.07855892 0.06249785 0.63570189 0.29767799
 0.03125191 0.0316577  0.10983086 0.03124833]","[0.         0.01561689 0.         0.01561904 0.07816982 0.06250381
 0.         0.01562119 0.04376793 0.        ]","[0.01562476 0.01565361 0.01562524 0.01563263 0.32987642 0.21602798
 0.03125191 0.0065186  0.01562333 0.01562738]"
27,10,gaussian,"[-1.03869926  3.46887432 -1.09330103 -3.40389983  5.40190529 -0.63618502
  2.2926597  -0.22137594 -2.92233112 -4.98572121]","[0.17500237 0.20179099 0.17165978 0.12976289 0.19259074 0.1450854
 0.03459453 0.131167   0.03652268 0.01567032]","[0.41249882 0.39910451 0.41417011 0.43511855 0.40370463 0.4274573
 0.48270273 0.4344165  0.48173866 0.49216484]","[0.03166723 0.06252575 0.03166747 0.03124762 0.06291413 0.43922496
 0.03328514 0.36770201 0.02466106 0.03124118]","[0.         0.01562428 0.0070231  0.01563048 0.01663399 0.05738831
 0.01766443 0.03677773 0.00901675 0.01562452]","[0.         0.015625   0.         0.01561713 0.03063393 0.3450644
 0.         0.30827713 0.         0.01561666]"
28,10,gaussian,"[ 0.59605785  0.37227379 -1.01239672 -4.10440859  5.55488358  2.25788409
  3.11104833  4.27520882 -1.47017964 -0.62089322]","[0.2003979  0.09268811 0.16630741 0.19529156 0.17121489 0.21657466
 0.12151848 0.08378221 0.03668423 0.04249433]","[0.39980105 0.45365595 0.41684629 0.40235422 0.41439255 0.39171267
 0.43924076 0.45810889 0.48165789 0.47875284]","[0.01603603 0.078125   0.0750401  0.04731655 0.0468781  0.31632137
 0.04429936 0.04688096 0.03829432 0.03125167]","[0.         0.03124857 0.03127098 0.01564431 0.01562333 0.06240082
 0.02867532 0.         0.         0.01562262]","[0.         0.01562333 0.01251411 0.00952363 0.01562357 0.23829579
 0.         0.         0.         0.        ]"
29,10,gaussian,"[-0.49396054  0.9420877  -0.41702293 -3.9982809   4.78271124 -0.04117453
  6.48788228  2.90842171 -3.27277014  3.14405836]","[ 0.1943008   0.17950445  0.1596276   0.20937782  0.0353271   0.14455638
  0.08431891  0.09854627  0.13645778 -0.04386508]","[0.4028496  0.41024777 0.4201862  0.39531109 0.48233645 0.42772181
 0.45784054 0.45072686 0.43177111 0.52193254]","[0.03168797 0.06249952 0.06293607 0.04729438 0.04689598 0.03125215
 0.03169107 0.046875   0.02364159 0.06251979]","[0.         0.01562691 0.04727745 0.00451851 0.03124738 0.01562572
 0.03169107 0.0156281  0.02364159 0.01562524]","[0.         0.03125024 0.         0.         0.         0.
 0.         0.01562166 0.         0.03127503]"
30,10,gaussian,"[-0.39546009 -0.25704414 -0.6438644  -2.02202805  2.16014715 -0.44324793
  6.9201167   2.84111778 -2.77635733  2.84399407]","[0.18289256 0.19708597 0.13677555 0.1207744  0.15503404 0.0584882
 0.07094743 0.1377074  0.03245105 0.11983141]","[0.40855372 0.40145702 0.43161222 0.4396128  0.42248298 0.4707559
 0.46452629 0.4311463  0.48377447 0.4400843 ]","[0.04730511 0.04687309 0.04731369 0.04688001 0.06803846 0.06293774
 0.03125119 0.36117506 0.03124762 0.28256416]","[0.         0.01562619 0.01564741 0.01562881 0.         0.01664186
 0.01562738 0.03124094 0.         0.03576064]","[0.015625   0.01562214 0.01151943 0.         0.01561928 0.
 0.01562381 0.26037502 0.01562405 0.21553183]"
31,10,gaussian,"[ 0.62495819  0.46670274 -0.87401732 -1.63077721  1.92488393  5.10493724
 -0.93197679  4.93336402 -3.23642809  0.92470344]","[0.20259268 0.11885175 0.17814507 0.18696098 0.20299328 0.06293271
 0.11502202 0.05279253 0.0870459  0.02805756]","[0.39870366 0.44057413 0.41092746 0.40651951 0.39850336 0.46853364
 0.44248899 0.47360374 0.45647705 0.48597122]","[0.0176363  0.06091666 0.04728436 0.04688025 0.34545398 0.06953263
 0.05591369 0.03124714 0.01603651 0.03125072]","[0.         0.03127265 0.01603007 0.01563048 0.06229448 0.01563311
 0.02463865 0.01562357 0.01302099 0.        ]","[0.         0.01401734 0.         0.01562643 0.26753831 0.01562881
 0.         0.         0.         0.01562929]"
32,10,gaussian,"[-0.61627702  0.85998838 -0.03096324 -5.62247725  3.71940443  1.80206658
  5.73054701  4.57943534 -3.20470013  1.78626229]","[0.23267407 0.21161724 0.14663467 0.13133855 0.05466503 0.11159899
 0.12668549 0.16985848 0.13625437 0.06475396]","[0.38366297 0.39419138 0.42668267 0.43433073 0.47266748 0.44420051
 0.43665726 0.41507076 0.43187281 0.46762302]","[0.01562357 0.07857466 0.0629375  0.03124785 0.0468986  0.34545946
 0.25087452 0.01562524 0.03167439 0.01562428]","[0.         0.03127384 0.04731345 0.01562309 0.         0.06243491
 0.07813883 0.01562524 0.0156436  0.        ]","[0.         0.03167272 0.01562405 0.         0.         0.28302455
 0.15711308 0.         0.01603079 0.        ]"
33,10,gaussian,"[-0.54607045 -1.6439746  -0.83693381 -3.18270218 -2.24593657  1.94822368
  6.98387728  1.5977105  -1.58294955 -2.41841667]","[0.117847   0.24124819 0.13204331 0.15412002 0.18236143 0.14159129
 0.17023533 0.1287334  0.04877282 0.16961518]","[0.4410765  0.37937591 0.43397834 0.42293999 0.40881929 0.42920435
 0.41488234 0.4356333  0.47561359 0.41519241]","[0.0629313  0.04687524 0.05491138 0.0472815  0.45483899 0.03166962
 0.4230864  0.03124857 0.03166032 0.31380701]","[0.0629313  0.01562595 0.01562762 0.         0.015625   0.00302076
 0.02213526 0.01562333 0.01562524 0.015625  ]","[0.         0.01562452 0.00801682 0.01764083 0.40857553 0.01562524
 0.35407972 0.         0.         0.25131345]"
34,10,gaussian,"[ 0.29922514 -1.52176235 -0.82704147  2.02313693 -3.43144634 -1.32820925
  3.16487231  3.2834895   0.08541907  5.50764601]","[0.2107935  0.20724229 0.1065809  0.15848493 0.09398755 0.12324668
 0.1361143  0.09282478 0.07508888 0.00083615]","[0.39460325 0.39637885 0.44670955 0.42075753 0.45300622 0.43837666
 0.43194285 0.45358761 0.46245556 0.49958193]","[0.03124714 0.07856321 0.04730654 0.03125072 0.04728866 0.27100325
 0.04690099 0.02614641 0.03126931 0.03125477]","[0.01562262 0.         0.01564407 0.01562405 0.02964425 0.01562214
 0.         0.         0.03126931 0.01562333]","[0.         0.01604128 0.01562166 0.         0.         0.20358849
 0.01564622 0.01562381 0.         0.        ]"
35,10,gaussian,"[ 5.17590484e-01 -2.79388050e+00 -4.37990033e-03  8.33388555e-01
 -8.36828064e-01  9.49177895e-01  3.84492446e+00 -1.64067517e+00
  4.54397413e-01  7.80835196e+00]","[ 0.14821767  0.14045692  0.22133563  0.12536989  0.14869247  0.05051343
  0.12775481  0.13512646 -0.01645612  0.08360937]","[0.42589117 0.42977154 0.38933218 0.43731506 0.42565376 0.47474328
 0.43612259 0.43243677 0.50822806 0.45819532]","[0.03167677 0.04690146 0.1254251  0.34496999 0.01562476 0.03776336
 0.03127551 0.04686856 0.03168774 0.03124666]","[0.         0.03125358 0.06251717 0.02866864 0.         0.00651455
 0.         0.03124237 0.         0.        ]","[0.         0.01564789 0.0226357  0.2351315  0.01562476 0.01562595
 0.01564789 0.         0.01916122 0.01561999]"
