,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
16,10,gaussian,"[-0.1437028   0.10023517 -0.09018832 -0.04807305 -0.23423685 -0.34166405
  0.48240018 -0.16862335 -0.43957767 -0.31350905]","[0.12198895 0.18845919 0.14999525 0.13239752 0.12128642 0.14720722
 0.15694878 0.05331736 0.05044042 0.0256931 ]","[0.43900552 0.40577041 0.42500238 0.43380124 0.43935679 0.42639639
 0.42152561 0.47334132 0.47477979 0.48715345]","[0.01603866 0.06507468 4.00446677 0.39188218 4.10357928 0.04729629
 3.79447031 0.07815337 0.03979301 0.06293941]","[0.00552034 0.04690409 2.69269204 0.04077411 2.57601404 0.02864933
 2.6532321  0.06252146 0.02414584 0.03128433]","[0.         0.01561999 0.76281929 0.01904011 0.97915506 0.
 0.57281423 0.         0.01564717 0.01603961]"
17,10,gaussian,"[ 0.08857413  0.00354745 -0.09472056  0.31757539 -0.0126757  -0.60351589
 -0.02609523 -0.03441351  0.12164114 -0.11239168]","[ 0.03735155  0.13324016  0.10632797  0.13688554  0.12051922  0.11980247
  0.07991274  0.12828655  0.01164752 -0.00284925]","[0.48132422 0.43337992 0.44683602 0.43155723 0.43974039 0.44009876
 0.46004363 0.43585673 0.49417624 0.50142463]","[0.91023302 0.07857966 4.19553828 0.18964458 4.1169796  3.8785038
 0.06250334 6.16803813 0.06249356 0.14151001]","[0.41392326 0.03127456 2.84046602 0.14153194 2.6488831  2.63868594
 0.03125453 4.93750453 0.03125024 0.110255  ]","[0.01562428 0.02715278 0.81302047 0.0156281  0.95018744 0.64243627
 0.         0.61324668 0.03124332 0.01562905]"
18,10,gaussian,"[ 0.03086805  0.03151929 -0.09562944 -0.09540127 -0.443051   -0.33424411
  0.1582334  -0.38341599 -0.30557801  0.19070907]","[ 0.12668608  0.16867126  0.12493532  0.12650484  0.08775939  0.15060385
  0.15914104  0.12156811 -0.0264232   0.03353713]","[0.43665696 0.41566437 0.43753234 0.43674758 0.4561203  0.42469808
 0.42042948 0.43921595 0.5132116  0.48323143]","[0.03128171 3.83355093 0.0785749  0.06250024 0.06241751 3.9466989
 4.39476466 0.0781548  0.06293297 0.04729962]","[0.         2.46853471 0.02565646 0.06250024 0.01561856 2.45913434
 2.83573651 0.06252265 0.03166652 0.        ]","[0.         0.82384539 0.01562524 0.         0.03115225 0.77422237
 0.85304952 0.01563215 0.01564717 0.01563287]"
19,10,gaussian,"[ 0.20997113 -0.10170383 -0.14392371 -0.00289365 -0.09922049  0.07157539
  0.05953844 -0.18581902  0.12061945 -0.32777057]","[8.24360731e-02 1.64454979e-01 1.12208405e-01 1.12822896e-01
 4.70199464e-02 3.31230496e-05 5.96890642e-02 8.12306717e-03
 5.73435760e-02 2.02054268e-02]","[0.45878196 0.41777251 0.4438958  0.44358855 0.47649003 0.49998344
 0.47015547 0.49593847 0.47132821 0.48989729]","[0.48660111 0.14107227 0.0472858  0.04687452 0.11264491 0.04690218
 0.10982466 0.07856774 0.06292462 0.09415889]","[0.06249833 0.09417892 0.01562619 0.         0.0312686  0.
 0.07866764 0.06294727 0.03166747 0.07551122]","[0.         0.01562333 0.         0.03125453 0.0267725  0.01565552
 0.0155282  0.01562047 0.01562786 0.01562881]"
20,10,gaussian,"[ 0.17148449  0.07842807 -0.13822871  0.03170655  0.25230114 -0.45351738
  0.01404718 -0.06634141  0.10872158 -0.12629516]","[0.0902219  0.14057392 0.11983765 0.06670058 0.02569655 0.11602554
 0.09207302 0.12632224 0.04862891 0.06998995]","[0.45488905 0.42971304 0.44008118 0.46664971 0.48715173 0.44198723
 0.45396349 0.43683888 0.47568555 0.46500502]","[0.5964365  0.07856536 0.06249714 0.0942049  0.04732037 0.06251717
 0.0775516  4.00643015 0.07856774 0.06243038]","[2.57487059e-01 2.01678276e-03 3.12483311e-02 4.72922325e-02
 1.56195164e-02 1.56271458e-02 4.62594032e-02 2.55058217e+00
 6.29396439e-02 3.11522484e-02]","[0.         0.04687309 0.         0.01565433 0.01052523 0.
 0.01565886 0.79783225 0.0156281  0.01562667]"
21,10,gaussian,"[ 0.10173809  0.08781531 -0.10485383 -0.21511176  0.19009568 -0.3063806
  0.48245603 -0.57563933  0.02219686  0.50410272]","[ 0.11830193  0.14599259  0.07369786  0.04903457  0.05460089  0.07424479
  0.10428894  0.08086431  0.18440689 -0.13517038]","[0.44084903 0.42700371 0.46315107 0.47548272 0.47269955 0.4628776
 0.44785553 0.45956785 0.40779656 0.56758519]","[0.03776884 0.07814789 0.04689837 0.06291604 0.05079865 0.07856965
 0.03124833 4.71278667 1.39858341 0.84680438]","[0.         0.         0.01561308 0.01563001 0.01562643 0.04691172
 0.03124833 3.31055546 0.5855422  0.43865299]","[0.         0.04690027 0.01565027 0.01562214 0.01954937 0.01604056
 0.         0.79110575 0.74748993 0.32045007]"
22,10,gaussian,"[ 0.16806602 -0.24031492 -0.21081185  0.32934947 -0.19320739 -0.10479943
 -0.51937123  0.27621381 -0.28438712 -1.24195712]","[0.14095043 0.15068161 0.13085305 0.12037197 0.11729242 0.05879637
 0.1924298  0.14471639 0.0345767  0.3053265 ]","[0.42952478 0.42465919 0.43457347 0.43981401 0.44135379 0.47060181
 0.4037851  0.42764181 0.48271165 0.34733675]","[0.0251689  0.06292677 3.92686224 3.95699501 0.04689932 0.04728961
 0.04687381 0.07856417 0.14148283 0.51953506]","[0.0156486  0.01252437 2.49657607 2.59041476 0.         0.01562572
 0.01562405 0.04277229 0.09620619 0.14321852]","[0.         0.04687357 0.76129246 0.60539222 0.01564837 0.0156219
 0.         0.01564646 0.         0.3310535 ]"
23,10,gaussian,"[ 0.13581545  0.19019529 -0.23097166 -0.350729   -0.02944013 -0.09322186
  0.33623339  0.2605286  -0.01608753 -0.66989563]","[0.13598497 0.13621045 0.1144801  0.08474921 0.05456803 0.0893712
 0.05262153 0.1376955  0.12332509 0.1072985 ]","[0.43200751 0.43189477 0.44275995 0.45762539 0.47271598 0.4553144
 0.47368923 0.43115225 0.43833746 0.44635075]","[0.01562619 0.06754041 0.07858849 0.05437922 0.09418559 4.16451645
 0.10981393 4.12716818 0.0625236  5.90761614]","[0.         0.02064514 0.04732847 0.0156064  0.03126812 2.83982897
 0.03124595 2.92543149 0.03127837 4.88888884]","[0.         0.03127122 0.         0.         0.01815152 0.66678357
 0.01603889 0.6410625  0.01562667 0.48297977]"
24,10,gaussian,"[ 0.18153685 -0.41001705 -0.09296412  0.21766841 -0.48501878 -0.19224724
  0.28604506 -0.38395162  0.15670482  0.17853147]","[0.10100257 0.14035911 0.16173887 0.07355461 0.15928755 0.15013272
 0.08139281 0.09791178 0.12732469 0.04005443]","[0.44949871 0.42982044 0.41913056 0.46322269 0.42035623 0.42493364
 0.4593036  0.45104411 0.43633765 0.47997279]","[0.95714617 0.07855892 0.04730344 4.14742804 3.71364307 0.06637955
 0.1098063  0.04728365 0.06253362 0.06293797]","[0.54947805 0.01561618 0.01101947 2.71591997 2.46354294 0.03257322
 0.06193018 0.01562238 0.03127146 0.04689598]","[0.         0.04731846 0.01562572 0.9233315  0.61974549 0.03127098
 0.03226018 0.01562691 0.01562786 0.00301981]"
25,10,gaussian,"[ 0.09549734  0.10917553 -0.18805871 -0.07855828 -0.05504668 -0.24696433
  0.17040229 -0.07894169 -0.2747844   0.09816983]","[ 0.15419984  0.13875601  0.13258602 -0.01149903  0.06929612  0.13166162
  0.02216564 -0.01475528 -0.01140822  0.02250347]","[0.42290008 0.430622   0.43370699 0.50574952 0.46535194 0.43416919
 0.48891718 0.50737764 0.50570411 0.48874826]","[0.03125143 0.09418368 4.00595784 0.0941987  0.07857275 4.13174772
 0.07554555 0.06295347 0.06292748 0.06250548]","[0.01562357 0.         2.62179351 0.01561475 0.01914263 2.89582443
 0.01562309 0.01563358 0.03126788 0.03124881]","[0.         0.04731226 0.81121516 0.01868272 0.01252294 0.64990115
 0.01562428 0.03170514 0.03064227 0.        ]"
26,10,gaussian,"[-2.66080652e-02  9.22438893e-02 -1.82282359e-01 -3.20049323e-01
 -8.67137516e-01 -2.40871793e-02 -4.39725083e-02 -1.30229088e-01
  1.52408477e-04 -3.20700587e-01]","[ 0.16108091  0.10493277  0.05810215  0.20538855  0.06552705  0.10922436
  0.02785564  0.1646569   0.0461204  -0.15858949]","[0.41945955 0.44753361 0.47094893 0.39730572 0.46723648 0.44538782
 0.48607218 0.41767155 0.4769398  0.57929474]","[0.0156498  3.88370538 0.2040031  4.3995986  0.06250072 0.07815552
 0.10979676 6.71161914 0.05892777 0.31382298]","[0.0156498  2.40708327 0.15711546 2.54981518 0.         0.04690194
 0.04990387 5.1072762  0.01202321 0.20700741]","[0.         0.92561483 0.01562524 0.80108166 0.01562428 0.01563096
 0.04426599 0.9123323  0.01565146 0.05291367]"
27,10,gaussian,"[ 0.05350997 -0.16963354 -0.15946514  0.14679561 -0.56239233  0.03596493
 -0.07017603  0.03006084 -0.21457731 -0.20861997]","[0.09902292 0.10423468 0.15055828 0.11826334 0.02784494 0.09106754
 0.0808527  0.06847038 0.03432076 0.05280476]","[0.45048854 0.44788266 0.42472086 0.44086833 0.48607753 0.45446623
 0.45957365 0.46576481 0.48283962 0.47359762]","[1.25538492 0.09419322 0.04687428 3.89565659 0.07856774 0.04730296
 0.06253147 0.06294107 0.07853746 0.0886693 ]","[0.95260429 0.03128338 0.03125024 2.52278185 0.04529619 0.03928065
 0.03127885 0.01562548 0.051404   0.06252432]","[0.         0.01562333 0.         0.7584548  0.01764679 0.
 0.01562476 0.03168988 0.         0.        ]"
28,10,gaussian,"[ 0.02992818  0.21939156 -0.19657426 -0.09941681 -0.31663032 -0.08349615
 -0.01811367  0.02939251 -0.35198508 -0.12617617]","[0.12124767 0.13258697 0.12203293 0.04983008 0.1440379  0.04420442
 0.08314059 0.02863644 0.10815246 0.04256272]","[0.43937617 0.43370651 0.43898354 0.47508496 0.42798105 0.47789779
 0.45842971 0.48568178 0.44592377 0.47871864]","[0.01562786 0.04687166 0.03066587 0.04687524 4.05232644 0.06452107
 0.03127813 0.0629425  5.29766273 0.04687262]","[0.01562786 0.01562548 0.         0.03125286 2.78144622 0.0468781
 0.01562929 0.0392952  3.612854   0.01563501]","[0.         0.0156188  0.         0.01562238 0.82634425 0.01562548
 0.         0.00802183 1.17657852 0.01561785]"
29,10,gaussian,"[ 0.11896698  0.02450476 -0.21254156 -0.09360607  0.06338569  0.36293821
  0.11244621  0.03673065 -0.47246855 -0.50729057]","[0.07970432 0.12878499 0.11094145 0.06912836 0.12181018 0.13232669
 0.05744897 0.11316561 0.14319419 0.0255164 ]","[0.46014784 0.4356075  0.44452928 0.46543582 0.43909491 0.43383665
 0.47127552 0.4434172  0.42840291 0.4872418 ]","[1.12980485 3.62998796 0.0316689  0.15670466 4.32423854 0.11139607
 0.04687381 0.03126884 0.10984063 0.07856488]","[0.70842218 2.2242167  0.01501846 0.1184299  2.69446015 0.04690075
 0.         0.01562309 0.07855749 0.03124881]","[0.         0.78437543 0.01665044 0.02264524 1.03730226 0.04084253
 0.01562524 0.01564574 0.01563215 0.03829408]"
30,10,gaussian,"[ 0.08379392 -0.16686411 -0.11144249 -0.08368985 -0.41712315  0.34027422
  0.34849494 -0.19551643 -0.35011604 -0.15677184]","[0.06735698 0.13322585 0.14454268 0.12536277 0.12285802 0.10086172
 0.04388908 0.11924839 0.07577783 0.03131725]","[0.46632151 0.43338708 0.42772866 0.43731862 0.43857099 0.44956914
 0.47805546 0.4403758  0.46211108 0.48434137]","[1.20139146 0.0472827  0.04687262 0.07856321 0.0473063  0.508569
 2.89300275 3.75237441 0.03166175 0.04687357]","[0.73953724 0.01562405 0.01562238 0.03124309 0.01864481 0.44915891
 2.49921203 2.61980414 0.01913714 0.03124785]","[0.         0.         0.01562309 0.00902224 0.         0.01562262
 0.0493741  0.61578608 0.0125246  0.01562572]"
31,10,gaussian,"[-0.00867475 -0.07591262 -0.13394088  0.03651347  0.23109402  0.18187982
  0.20166681 -0.05352363 -0.66057771 -0.34612531]","[0.06257912 0.06460688 0.19267286 0.15500586 0.11342605 0.10309322
 0.0822495  0.0004548  0.08757661 0.0922935 ]","[0.46871044 0.46769656 0.40366357 0.42249707 0.44328697 0.44845339
 0.45887525 0.4997726  0.4562117  0.45385325]","[1.04769325 1.1929059  0.03124762 0.03169656 1.80752587 0.10982013
 4.08753443 0.06293297 0.09417081 0.09416461]","[0.64172435 0.69010019 0.         0.00552344 1.41459346 0.07055449
 2.91734886 0.03577995 0.06802487 0.07853293]","[0.01565194 0.01562357 0.01562452 0.01052308 0.0312717  0.01561952
 0.57052898 0.         0.01562309 0.        ]"
32,10,gaussian,"[ 0.01576427  0.23386179 -0.14752987 -0.22732335  0.44530436  0.00089606
  0.13226572 -0.39217208 -0.55660749  0.05669667]","[0.13520308 0.12858935 0.10992381 0.16201813 0.13110727 0.11497977
 0.16652863 0.06868025 0.05811505 0.05973349]","[0.43239846 0.43570533 0.4450381  0.41899093 0.43444637 0.44251012
 0.41673569 0.46565988 0.47094247 0.47013325]","[0.0312531  3.96200633 0.05139875 0.08867598 0.08669639 0.07815933
 0.04964209 0.06293607 0.06293011 0.06252789]","[0.         2.57976031 0.00452447 0.04687834 0.04141998 0.01564741
 0.         0.04377198 0.03167844 0.04690051]","[0.         0.77980089 0.01562452 0.01565218 0.01562452 0.03126025
 0.02149129 0.         0.         0.01562738]"
33,10,gaussian,"[-0.03171223  0.20407457 -0.22398646  0.26462617  0.36335914  0.19604774
 -0.14038698  0.25266083 -0.51507368 -0.07759551]","[0.15023028 0.15730469 0.11076748 0.12244078 0.00763643 0.04463779
 0.10246148 0.0744713  0.11531621 0.11005391]","[0.42488486 0.42134765 0.44461626 0.43877961 0.49618179 0.47768111
 0.44876926 0.46276435 0.44234189 0.44497304]","[0.03117347 0.53347707 0.07857156 0.04728675 0.03127217 0.0629158
 0.06253099 0.09419394 0.04732251 0.10981297]","[0.         0.12539959 0.04690814 0.01152205 0.01564407 0.
 0.         0.03927064 0.01562548 0.08267164]","[0.         0.33255219 0.01604557 0.01562476 0.         0.01562238
 0.01562572 0.03127599 0.00202322 0.01562214]"
34,10,gaussian,"[-0.12397513  0.07120285 -0.10881345 -0.03644963  0.49110885  0.2394972
 -0.20595347  0.13146864 -0.43929073  0.04542501]","[0.17280457 0.09617093 0.09579619 0.00903732 0.13131892 0.081665
 0.09096389 0.13604793 0.04263862 0.00968078]","[0.41359772 0.45191453 0.4521019  0.49548134 0.43434054 0.4591675
 0.45451805 0.43197604 0.47868069 0.49515961]","[0.03124666 4.00673461 0.06294894 0.62943101 0.07857728 0.07856059
 0.07854962 0.06250048 0.03829193 0.06293893]","[0.01561809 2.83932734 0.01604724 0.40071869 0.0690546  0.04377532
 0.04728436 0.01563311 0.00702    0.03125119]","[0.         0.68037367 0.01565027 0.17232084 0.00952268 0.01564431
 0.01561785 0.03124213 0.01565123 0.01603937]"
